id,vehicle_count,arriving_time,Waiting_time,label
,,,,
2631,64,07-07-14 1:41,30,1
,,,,
2632,44,02-03-12 4:54,15,1
,,,,
2633,62,07-06-18 9:51,1,1
,,,,
2634,30,12-02-20 14:33,1,1
,,,,
2635,94,10-05-18 0:22,12,1
,,,,
2636,62,16-07-10 18:08,9,0
,,,,
2637,78,27-02-13 15:52,17,1
,,,,
2638,52,04-09-11 21:44,11,1
,,,,
2639,56,13-01-11 17:01,4,0
,,,,
2640,89,20-08-14 19:17,9,0
,,,,
2641,32,09-10-15 1:37,25,2
,,,,
2642,81,24-02-20 21:11,30,2
,,,,
2643,35,26-09-13 20:06,13,1
,,,,
2644,61,19-01-19 10:25,7,0
,,,,
2645,32,14-08-18 13:17,17,1
,,,,
2646,90,01-12-17 8:29,20,1
,,,,
2647,62,20-05-17 21:27,3,0
,,,,
2648,71,04-09-13 22:26,22,2
,,,,
2649,40,06-11-18 6:37,2,0
,,,,
2650,66,30-07-14 16:03,16,1
,,,,
2651,74,16-12-10 20:02,17,1
,,,,
2652,93,14-01-12 6:35,10,1
,,,,
2653,94,24-06-18 15:45,4,0
,,,,
2654,73,11-01-10 0:03,14,1
,,,,
2655,49,24-07-10 23:35,13,1
,,,,
2656,49,31-01-14 4:58,29,2
,,,,
2657,54,15-11-14 13:22,13,1
,,,,
2658,34,02-05-18 23:43,1,1
,,,,
2659,35,10-09-11 6:31,7,0
,,,,
2660,51,23-01-11 0:58,24,2
,,,,
2661,68,30-01-17 5:32,29,2
,,,,
2662,42,30-07-13 15:50,5,0
,,,,
2663,87,21-12-16 23:02,25,2
,,,,
2664,68,06-03-16 15:54,28,2
,,,,
2665,72,26-11-17 4:10,30,2
,,,,
2666,34,16-10-10 15:18,21,2
,,,,
2667,62,29-11-15 14:32,27,2
,,,,
2668,74,30-01-20 11:03,21,2
,,,,
2669,51,15-12-19 13:13,8,0
,,,,
2670,40,06-04-12 19:57,13,1
,,,,
2671,53,25-01-12 18:24,10,1
,,,,
2672,55,17-10-12 22:06,23,2
,,,,
2673,60,22-03-16 14:05,10,2
,,,,
2674,51,08-05-12 20:41,26,2
,,,,
2675,57,05-07-16 4:36,22,2
,,,,
2676,77,24-10-18 11:32,26,2
,,,,
2677,37,10-10-10 12:30,6,0
,,,,
2678,97,17-09-17 14:35,29,2
,,,,
2679,34,18-02-17 16:12,2,0
,,,,
2680,71,20-06-12 1:07,1,0
,,,,
2681,90,08-05-18 23:09,16,1
,,,,
2682,53,05-05-17 3:00,14,1
,,,,
2683,31,28-09-17 10:52,15,1
,,,,
2684,96,22-12-12 4:53,20,1
,,,,
2685,41,20-12-10 15:59,17,1
,,,,
2686,39,17-05-15 12:51,17,1
,,,,
2687,91,13-05-13 9:47,26,2
,,,,
2688,73,29-12-17 3:51,22,2
,,,,
2689,42,09-03-17 22:42,15,1
,,,,
2690,37,07-09-15 16:43,4,0
,,,,
2691,74,08-04-12 20:02,19,1
,,,,
2692,75,21-01-14 6:18,14,1
,,,,
2693,100,19-01-10 23:54,6,0
,,,,
2694,76,06-01-10 8:33,2,0
,,,,
2695,34,12-02-14 19:08,18,1
,,,,
2696,46,04-10-15 6:13,26,2
,,,,
2697,33,03-05-11 16:18,27,2
,,,,
2698,70,16-03-17 6:16,30,2
,,,,
2699,38,31-10-16 18:19,6,0
,,,,
2700,88,22-05-14 2:14,17,1
,,,,
2701,74,13-06-11 20:44,18,1
,,,,
2702,85,27-05-13 13:45,23,2
,,,,
2703,39,28-01-14 21:44,17,1
,,,,
2704,61,26-01-19 6:10,15,1
,,,,
2705,36,09-02-10 4:08,6,0
,,,,
2706,89,16-06-10 14:52,28,2
,,,,
2707,36,14-03-19 7:39,29,2
,,,,
2708,44,25-04-16 15:46,25,2
,,,,
2709,30,25-05-14 6:13,23,2
,,,,
2710,73,29-11-15 7:05,1,2
,,,,
2711,55,05-04-12 20:54,12,1
,,,,
2712,35,26-08-13 13:22,4,0
,,,,
2713,97,05-07-16 7:16,20,0
,,,,
2714,81,24-11-11 20:53,11,0
,,,,
2715,95,22-10-14 12:42,15,1
,,,,
2716,81,29-11-18 5:47,14,1
,,,,
2717,57,31-12-17 5:26,24,2
,,,,
2718,41,09-02-15 14:43,5,0
,,,,
2719,59,06-01-15 8:13,7,0
,,,,
2720,68,15-12-13 1:50,12,1
,,,,
2721,90,28-06-17 6:18,16,1
,,,,
2722,38,16-10-19 13:35,22,2
,,,,
2723,56,15-12-16 22:38,24,2
,,,,
2724,96,23-12-19 0:01,8,0
,,,,
2725,99,28-01-14 13:48,1,0
,,,,
2726,43,31-12-19 6:44,3,0
,,,,
2727,68,13-06-17 19:07,1,0
,,,,
2728,66,24-05-18 12:21,3,0
,,,,
2729,40,06-04-13 10:38,27,2
,,,,
2730,32,08-10-16 9:43,8,0
,,,,
2731,99,02-11-12 3:52,13,1
,,,,
2732,68,29-01-16 7:13,16,1
,,,,
2733,68,26-10-15 16:16,21,1
,,,,
2734,99,27-08-14 21:16,24,2
,,,,
2735,79,02-07-14 4:07,15,1
,,,,
2736,42,14-02-17 18:48,20,1
,,,,
2737,77,31-03-14 15:59,1,1
,,,,
2738,89,19-02-15 11:25,7,0
,,,,
2739,67,24-10-13 23:19,2,0
,,,,
2740,31,12-01-15 23:50,2,0
,,,,
2741,71,13-02-10 7:38,22,2
,,,,
2742,57,11-11-11 7:36,2,0
,,,,
2743,76,28-11-13 21:00,26,2
,,,,
2744,51,23-07-11 21:37,17,1
,,,,
2745,67,27-01-20 21:18,10,1
,,,,
2746,78,13-01-17 5:26,1,1
,,,,
2747,62,14-12-17 7:00,8,0
,,,,
2748,58,24-02-18 4:37,23,2
,,,,
2749,77,29-07-16 9:20,6,0
,,,,
2750,60,30-07-16 5:28,24,2
,,,,
2751,41,22-02-18 10:42,23,2
,,,,
2752,42,07-07-16 0:10,10,2
,,,,
2753,48,01-02-17 3:50,23,2
,,,,
2754,79,24-08-12 15:16,7,0
,,,,
2755,58,10-05-15 16:39,9,0
,,,,
2756,64,27-04-18 14:21,6,0
,,,,
2757,97,29-01-14 8:56,25,2
,,,,
2758,61,12-10-15 6:01,4,0
,,,,
2759,57,27-04-15 16:56,2,0
,,,,
2760,63,22-03-14 8:39,20,0
,,,,
2761,41,09-08-17 21:55,25,2
,,,,
2762,52,21-11-19 4:15,28,2
,,,,
2763,38,01-04-12 10:10,20,2
,,,,
2764,37,05-12-15 11:29,20,2
,,,,
2765,39,27-02-15 13:25,12,1
,,,,
2766,93,17-12-16 1:06,9,0
,,,,
2767,59,05-11-12 17:24,17,1
,,,,
2768,38,01-08-16 10:58,28,2
,,,,
2769,35,09-12-17 7:42,1,2
,,,,
2770,45,13-10-19 19:48,3,0
,,,,
2771,88,04-12-15 0:51,10,0
,,,,
2772,39,21-04-17 14:42,8,0
,,,,
2773,60,12-04-13 6:49,6,0
,,,,
2774,61,06-03-16 3:53,28,2
,,,,
2775,58,30-05-14 23:40,28,2
,,,,
2776,100,03-05-10 16:36,2,0
,,,,
2777,50,22-03-10 3:35,21,0
,,,,
2778,98,14-05-14 15:18,21,0
,,,,
2779,31,07-11-17 23:14,15,1
,,,,
2780,34,13-09-14 22:25,15,1
,,,,
2781,50,30-10-16 5:50,21,1
,,,,
2782,65,10-11-12 0:57,21,1
,,,,
2783,52,02-10-19 23:21,4,0
,,,,
2784,77,20-03-12 19:59,1,0
,,,,
2785,32,26-06-15 2:50,15,1
,,,,
2786,31,05-03-19 0:15,9,0
,,,,
2787,45,12-12-16 5:39,4,0
,,,,
2788,68,21-03-10 13:43,14,1
,,,,
2789,76,21-07-16 17:40,18,1
,,,,
2790,75,03-01-17 14:20,12,1
,,,,
2791,39,02-03-18 22:21,19,1
,,,,
2792,33,22-07-16 15:41,11,1
,,,,
2793,89,25-12-10 23:33,3,0
,,,,
2794,45,22-05-14 1:10,11,0
,,,,
2795,48,07-12-18 13:42,28,2
,,,,
2796,32,10-09-14 22:59,18,1
,,,,
2797,63,16-05-14 21:09,20,1
,,,,
2798,63,02-09-19 9:36,21,1
,,,,
2799,34,15-07-16 8:43,7,0
,,,,
2800,96,12-05-18 5:42,8,0
,,,,
2801,53,04-05-18 0:12,23,2
,,,,
2802,37,06-03-20 8:04,22,2
,,,,
2803,67,19-12-12 1:13,9,0
,,,,
2804,82,16-12-12 5:19,15,1
,,,,
2805,78,25-09-13 7:42,19,1
,,,,
2806,39,19-11-13 13:47,26,2
,,,,
2807,59,21-01-14 5:41,3,0
,,,,
2808,86,25-04-15 1:42,10,0
,,,,
2809,37,31-05-11 16:19,27,2
,,,,
2810,36,22-01-16 18:00,12,1
,,,,
2811,66,21-10-12 15:28,1,1
,,,,
2812,42,26-11-15 10:59,24,2
,,,,
2813,46,29-03-11 15:34,10,2
,,,,
2814,46,29-03-15 6:39,8,0
,,,,
2815,50,30-08-17 13:57,13,1
,,,,
2816,32,14-11-19 14:08,3,0
,,,,
2817,76,28-04-18 14:37,10,0
,,,,
2818,33,30-07-15 2:47,12,1
,,,,
2819,66,19-03-19 16:04,24,2
,,,,
2820,54,20-09-17 0:00,1,2
,,,,
2821,69,17-10-19 14:56,27,2
,,,,
2822,70,26-11-18 10:13,20,2
,,,,
2823,92,19-11-11 9:05,20,2
,,,,
2824,59,11-05-16 10:08,7,0
,,,,
2825,100,02-12-17 8:58,14,1
,,,,
2826,79,15-02-17 6:54,16,1
,,,,
2827,100,29-03-15 19:17,12,1
,,,,
2828,83,26-12-15 22:37,28,2
,,,,
2829,97,31-07-18 1:29,10,2
,,,,
2830,46,15-06-14 23:18,26,2
,,,,
2831,93,10-01-18 14:24,3,0
,,,,
2832,40,08-07-11 23:35,26,2
,,,,
2833,53,10-02-17 17:06,1,2
,,,,
2834,68,13-07-13 7:27,11,2
,,,,
2835,87,23-11-19 17:10,2,0
,,,,
2836,80,15-07-18 11:29,11,0
,,,,
2837,97,31-12-16 7:39,15,1
,,,,
2838,73,22-05-14 18:30,28,2
,,,,
2839,92,16-12-10 10:57,13,1
,,,,
2840,39,25-06-11 15:33,5,0
,,,,
2841,40,10-07-18 2:04,4,0
,,,,
2842,66,22-10-10 1:34,1,0
,,,,
2843,73,19-06-11 11:44,6,0
,,,,
2844,61,27-02-12 20:23,2,0
,,,,
2845,84,03-04-16 6:26,7,0
,,,,
2846,49,18-07-14 22:53,24,2
,,,,
2847,38,15-02-19 21:21,5,0
,,,,
2848,44,17-12-14 9:00,2,0
,,,,
2849,37,13-12-11 1:21,6,0
,,,,
2850,57,18-10-17 22:37,27,2
,,,,
2851,57,16-08-15 7:15,4,0
,,,,
2852,86,27-04-13 8:24,19,1
,,,,
2853,86,12-06-11 13:25,17,1
,,,,
2854,33,08-11-19 17:39,2,0
,,,,
2855,59,08-12-11 11:31,20,0
,,,,
2856,98,07-08-16 18:04,1,0
,,,,
2857,72,24-11-10 15:01,17,1
,,,,
2858,40,01-05-17 7:09,21,1
,,,,
2859,68,02-01-11 15:19,25,2
,,,,
2860,88,07-08-18 21:32,11,2
,,,,
2861,58,01-08-16 0:19,18,1
,,,,
2862,55,09-03-15 11:00,16,1
,,,,
2863,44,30-04-16 11:28,11,1
,,,,
2864,43,31-07-11 9:41,24,2
,,,,
2865,70,22-09-16 12:03,24,2
,,,,
2866,64,26-12-13 7:04,10,2
,,,,
2867,38,01-01-18 22:01,11,2
,,,,
2868,70,25-05-11 21:49,20,2
,,,,
2869,69,05-08-11 23:09,6,0
,,,,
2870,71,18-10-14 12:14,1,0
,,,,
2871,61,23-08-17 9:15,26,2
,,,,
2872,45,06-07-11 11:14,22,2
,,,,
2873,96,23-08-12 15:58,15,1
,,,,
2874,97,04-01-18 9:46,25,2
,,,,
2875,68,29-07-10 13:12,4,0
,,,,
2876,30,09-09-12 19:06,17,1
,,,,
2877,94,05-02-11 17:38,24,2
,,,,
2878,55,07-09-18 19:11,22,2
,,,,
2879,46,17-07-14 3:19,19,1
,,,,
2880,89,18-05-18 0:31,19,1
,,,,
2881,30,19-08-18 15:08,9,0
,,,,
2882,59,28-09-16 2:44,10,0
,,,,
2883,77,29-05-19 15:27,10,0
,,,,
2884,33,23-09-18 12:33,23,2
,,,,
2885,94,13-01-12 18:04,4,0
,,,,
2886,84,25-04-11 5:38,19,1
,,,,
2887,67,01-12-18 16:11,21,1
,,,,
2888,88,17-10-11 5:51,1,1
,,,,
2889,56,19-12-12 1:17,7,0
,,,,
2890,53,15-08-15 13:31,18,1
,,,,
2891,49,08-02-10 10:42,27,2
,,,,
2892,99,08-07-14 11:43,9,0
,,,,
2893,95,05-11-19 17:21,8,0
,,,,
2894,68,18-03-16 15:41,11,0
,,,,
2895,65,03-06-10 19:21,24,2
,,,,
2896,75,02-05-12 7:08,20,2
,,,,
2897,61,25-01-15 20:43,10,2
,,,,
2898,63,02-03-17 16:40,26,2
,,,,
2899,73,09-06-14 9:54,29,2
,,,,
2900,46,16-07-16 9:49,27,2
,,,,
2901,82,29-09-15 0:27,5,0
,,,,
2902,30,27-03-19 10:17,17,1
,,,,
2903,64,19-09-15 8:27,27,2
,,,,
2904,41,28-02-12 2:27,25,2
,,,,
2905,30,19-03-19 22:35,4,0
,,,,
2906,64,29-12-17 6:36,13,1
,,,,
2907,72,29-12-19 5:44,23,2
,,,,
2908,83,09-09-10 15:12,20,2
,,,,
2909,67,10-08-14 8:39,5,0
,,,,
2910,96,07-06-15 3:46,22,2
,,,,
2911,91,18-10-13 13:51,1,2
,,,,
2912,33,04-06-15 13:50,29,2
,,,,
2913,44,27-03-16 4:17,4,0
,,,,
2914,55,18-04-14 11:08,18,1
,,,,
2915,77,29-09-11 0:47,27,2
,,,,
2916,46,19-02-11 6:39,26,2
,,,,
2917,53,24-04-12 1:05,4,0
,,,,
2918,39,18-05-10 8:57,12,1
,,,,
2919,37,01-03-17 13:20,2,0
,,,,
2920,80,24-11-19 4:12,24,2
,,,,
2921,86,01-04-18 20:48,21,2
,,,,
2922,55,03-12-13 19:18,8,0
,,,,
2923,79,25-02-11 23:16,2,0
,,,,
2924,62,11-05-12 16:16,8,0
,,,,
2925,57,24-12-16 4:38,5,0
,,,,
2926,36,29-02-20 2:56,13,1
,,,,
2927,80,19-02-15 14:21,20,1
,,,,
2928,100,15-04-13 1:43,6,0
,,,,
2929,99,28-06-12 22:29,9,0
,,,,
2930,42,04-12-11 1:06,19,1
,,,,
2931,69,06-03-20 6:12,3,0
,,,,
2932,94,19-07-13 12:46,14,1
,,,,
2933,43,28-03-18 20:17,20,1
,,,,
2934,42,12-10-15 7:48,29,2
,,,,
2935,93,11-12-17 4:11,11,2
,,,,
2936,63,08-09-17 16:04,6,0
,,,,
2937,52,22-03-12 5:51,9,0
,,,,
2938,83,16-11-11 13:08,16,1
,,,,
2939,76,12-11-12 2:55,28,2
,,,,
2940,72,13-01-14 16:39,27,2
,,,,
2941,63,11-05-10 13:02,27,2
,,,,
2942,96,11-03-16 6:48,16,1
,,,,
2943,75,08-02-15 4:44,25,2
,,,,
2944,93,18-08-10 1:07,21,2
,,,,
2945,79,28-09-13 1:39,23,2
,,,,
2946,36,05-05-14 16:47,12,1
,,,,
2947,62,30-06-15 17:51,18,1
,,,,
2948,97,11-03-17 15:01,21,1
,,,,
2949,78,19-01-16 18:58,22,2
,,,,
2950,93,22-08-15 9:05,18,1
,,,,
2951,71,15-03-14 1:23,19,1
,,,,
2952,32,09-09-16 6:36,19,1
,,,,
2953,34,12-01-18 3:04,11,1
,,,,
2954,36,07-08-10 23:22,2,0
,,,,
2955,80,25-08-12 7:20,1,0
,,,,
2956,44,07-06-16 12:09,28,2
,,,,
2957,98,15-07-13 13:36,20,2
,,,,
2958,77,16-08-10 19:02,22,2
,,,,
2959,36,16-03-19 8:24,15,1
,,,,
2960,76,25-07-17 12:09,19,1
,,,,
2961,67,29-07-17 1:22,17,1
,,,,
2962,81,03-01-17 23:48,22,2
,,,,
2963,60,16-11-12 8:52,15,1
,,,,
2964,50,05-02-13 15:16,3,0
,,,,
2965,43,01-06-13 23:29,10,0
,,,,
2966,73,05-05-17 21:02,12,1
,,,,
2967,60,29-11-14 16:26,2,0
,,,,
2968,69,29-12-18 16:58,26,2
,,,,
2969,46,27-11-19 4:07,9,0
,,,,
2970,82,12-09-10 14:18,26,2
,,,,
2971,72,03-07-13 20:19,24,2
,,,,
2972,79,13-04-10 14:20,11,2
,,,,
2973,43,13-04-19 19:53,23,2
,,,,
2974,41,01-10-11 15:34,10,2
,,,,
2975,44,14-12-12 11:21,3,0
,,,,
2976,32,05-07-13 7:26,13,1
,,,,
2977,50,28-04-15 6:42,9,0
,,,,
2978,39,16-02-15 0:28,18,1
,,,,
2979,95,22-09-10 10:27,23,2
,,,,
2980,65,05-02-17 13:42,12,1
,,,,
2981,70,22-05-18 12:03,25,2
,,,,
2982,63,21-01-19 9:32,11,2
,,,,
2983,35,10-02-16 0:09,8,0
,,,,
2984,95,25-08-10 20:24,21,0
,,,,
2985,35,22-06-19 1:50,29,2
,,,,
2986,86,12-06-11 23:20,7,0
,,,,
2987,39,03-11-10 18:49,29,2
,,,,
2988,72,15-08-18 13:19,9,0
,,,,
2989,81,15-03-10 7:51,30,0
,,,,
2990,46,14-08-15 22:17,13,1
,,,,
2991,34,12-09-12 9:39,18,1
,,,,
2992,95,10-05-10 10:26,16,1
,,,,
2993,40,29-12-13 2:50,15,1
,,,,
2994,84,14-08-11 6:57,6,0
,,,,
2995,59,09-07-12 8:56,18,1
,,,,
2996,59,18-01-10 14:20,24,2
,,,,
2997,53,06-11-16 21:16,6,0
,,,,
2998,33,02-11-18 5:00,14,1
,,,,
2999,90,28-06-15 13:19,26,2
,,,,
3000,96,04-02-17 11:57,19,1
,,,,
3001,88,06-03-18 22:59,18,1
,,,,
3002,68,16-03-15 22:13,28,2
,,,,
3003,75,25-10-11 9:54,19,1
,,,,
3004,36,18-05-19 12:03,14,1
,,,,
3005,67,28-07-10 16:56,5,0
,,,,
3006,56,12-05-13 15:50,28,2
,,,,
3007,44,27-02-13 4:58,12,1
,,,,
3008,66,03-03-15 6:45,12,1
,,,,
3009,59,29-01-20 1:10,20,1
,,,,
3010,71,16-10-18 2:42,13,1
,,,,
3011,62,17-10-13 9:03,8,0
,,,,
3012,94,03-11-19 7:25,3,0
,,,,
3013,66,26-08-11 7:25,28,2
,,,,
3014,78,15-04-18 8:04,29,2
,,,,
3015,61,05-03-16 7:48,18,1
,,,,
3016,44,11-08-16 3:26,23,2
,,,,
3017,63,25-01-10 12:34,22,2
,,,,
3018,100,09-11-15 22:55,28,2
,,,,
3019,89,10-04-16 16:31,13,1
,,,,
3020,60,15-07-11 19:05,24,2
,,,,
3021,39,06-09-15 15:25,23,2
,,,,
3022,87,03-01-14 7:03,28,2
,,,,
3023,79,03-06-13 8:15,15,1
,,,,
3024,80,18-05-18 16:36,12,1
,,,,
3025,69,24-07-16 7:22,17,1
,,,,
3026,62,20-11-12 23:02,7,0
,,,,
3027,89,22-06-17 18:56,14,1
,,,,
3028,31,25-11-11 5:33,27,2
,,,,
3029,92,29-02-16 9:39,27,2
,,,,
3030,82,14-07-16 2:09,5,0
,,,,
3031,36,18-08-10 23:27,11,0
,,,,
3032,42,28-02-16 1:47,6,0
,,,,
3033,81,12-03-10 8:38,1,0
,,,,
3034,44,09-08-12 3:45,28,2
,,,,
3035,41,13-06-16 0:44,10,2
,,,,
3036,92,18-06-11 7:56,16,1
,,,,
3037,91,28-03-10 1:37,28,2
,,,,
3038,34,29-10-13 22:22,27,2
,,,,
3039,63,12-10-12 19:00,13,1
,,,,
3040,71,22-04-15 13:28,17,1
,,,,
3041,93,17-08-15 5:33,13,1
,,,,
3042,90,23-10-10 7:13,8,0
,,,,
3043,88,10-03-15 8:34,18,1
,,,,
3044,64,22-08-17 9:25,16,1
,,,,
3045,84,08-04-16 23:03,29,2
,,,,
3046,54,09-05-15 3:51,7,0
,,,,
3047,96,29-04-13 21:38,6,0
,,,,
3048,63,10-10-14 7:55,22,2
,,,,
3049,91,26-07-12 18:51,4,0
,,,,
3050,47,12-04-17 11:35,23,2
,,,,
3051,90,29-08-11 13:26,14,1
,,,,
3052,30,01-01-20 19:51,18,1
,,,,
3053,55,07-06-12 17:00,26,2
,,,,
3054,54,25-09-11 8:37,20,2
,,,,
3055,35,08-12-19 23:51,5,0
,,,,
3056,60,08-01-19 23:07,21,0
,,,,
3057,77,13-11-15 11:48,17,1
,,,,
3058,75,25-04-11 21:46,8,0
,,,,
3059,100,06-06-16 18:41,15,1
,,,,
3060,39,22-04-16 15:59,25,2
,,,,
3061,50,19-07-12 18:47,13,1
,,,,
3062,73,11-03-15 14:08,1,1
,,,,
3063,78,21-05-13 18:17,21,1
,,,,
3064,54,26-02-13 7:46,10,1
,,,,
3065,30,28-07-16 20:03,1,1
,,,,
3066,68,17-02-18 14:10,25,2
,,,,
3067,90,26-02-11 13:45,2,0
,,,,
3068,66,10-01-11 4:46,5,0
,,,,
3069,76,09-11-18 19:30,5,0
,,,,
3070,91,25-03-18 23:49,18,1
,,,,
3071,39,02-10-10 8:14,19,1
,,,,
3072,46,01-02-19 3:58,9,0
,,,,
3073,75,08-08-12 3:09,5,0
,,,,
3074,45,11-08-11 18:36,26,2
,,,,
3075,92,25-09-14 17:27,16,1
,,,,
3076,37,06-08-13 21:01,20,1
,,,,
3077,74,14-07-10 2:13,10,1
,,,,
3078,75,02-07-10 16:14,19,1
,,,,
3079,95,29-06-16 19:36,1,1
,,,,
3080,59,04-02-12 4:45,4,0
,,,,
3081,71,02-07-18 18:41,20,0
,,,,
3082,46,14-03-13 13:39,4,0
,,,,
3083,66,02-08-16 10:38,2,0
,,,,
3084,81,20-02-15 5:30,14,1
,,,,
3085,41,05-09-19 3:31,29,2
,,,,
3086,74,18-06-11 8:38,9,0
,,,,
3087,75,18-10-12 11:35,10,0
,,,,
3088,59,27-03-18 20:20,1,0
,,,,
3089,97,17-04-15 19:41,25,2
,,,,
3090,67,20-08-13 4:01,25,2
,,,,
3091,97,13-05-17 3:15,4,0
,,,,
3092,31,20-04-19 3:42,29,2
,,,,
3093,66,10-07-12 8:43,23,2
,,,,
3094,67,16-10-15 4:20,13,1
,,,,
3095,93,29-11-18 11:12,21,1
,,,,
3096,86,03-11-10 12:54,24,2
,,,,
3097,89,24-02-10 12:19,13,1
,,,,
3098,36,06-09-15 16:58,1,1
,,,,
3099,55,29-10-10 15:01,23,2
,,,,
3100,99,13-01-14 20:28,12,1
,,,,
3101,94,12-11-17 7:43,7,0
,,,,
3102,88,03-09-15 17:11,19,1
,,,,
3103,92,04-06-15 23:16,10,1
,,,,
3104,85,07-12-11 6:03,18,1
,,,,
3105,54,09-10-14 6:47,26,2
,,,,
3106,94,05-08-18 10:18,4,0
,,,,
3107,30,19-09-17 23:37,14,1
,,,,
3108,72,13-07-15 3:41,4,0
,,,,
3109,54,02-02-15 11:00,29,2
,,,,
3110,74,30-05-19 10:42,6,0
,,,,
3111,51,24-04-10 16:39,17,1
,,,,
3112,35,06-03-19 7:20,5,0
,,,,
3113,81,22-05-19 6:59,10,0
,,,,
3114,78,09-05-12 17:05,22,2
,,,,
3115,34,23-12-15 12:39,1,2
,,,,
3116,83,26-06-16 8:40,20,2
,,,,
3117,59,07-11-14 9:41,2,0
,,,,
3118,64,30-09-13 3:55,13,1
,,,,
3119,98,22-05-11 2:53,22,2
,,,,
3120,70,04-11-15 22:34,16,1
,,,,
3121,39,16-12-10 16:40,8,0
,,,,
3122,66,09-05-19 18:23,17,1
,,,,
3123,98,23-10-17 18:45,20,1
,,,,
3124,60,23-07-14 5:34,5,0
,,,,
3125,30,07-08-15 14:12,8,0
,,,,
3126,66,16-08-16 0:11,22,2
,,,,
3127,88,07-08-13 17:58,28,2
,,,,
3128,75,27-05-16 19:48,25,2
,,,,
3129,45,29-06-19 21:21,23,2
,,,,
3130,87,04-07-18 15:32,27,2
,,,,
3131,71,13-04-11 10:42,21,2
,,,,
3132,57,11-06-10 23:28,1,2
,,,,
3133,87,24-09-19 14:49,23,2
,,,,
3134,42,19-06-15 6:44,14,1
,,,,
3135,92,27-04-12 14:10,4,0
,,,,
3136,99,14-07-14 6:43,27,2
,,,,
3137,44,18-06-10 10:38,4,0
,,,,
3138,78,29-11-12 12:36,4,0
,,,,
3139,90,06-04-19 13:59,29,2
,,,,
3140,61,06-08-10 4:06,7,0
,,,,
3141,40,05-03-13 8:15,28,2
,,,,
3142,44,09-07-14 14:17,5,0
,,,,
3143,87,31-01-11 12:59,20,0
,,,,
3144,81,03-07-19 20:23,1,0
,,,,
3145,61,23-11-18 18:03,10,0
,,,,
3146,41,13-11-12 19:40,11,0
,,,,
3147,49,30-04-12 6:36,23,2
,,,,
3148,43,02-05-15 18:43,29,2
,,,,
3149,46,01-09-17 18:45,23,2
,,,,
3150,83,29-05-17 21:39,21,2
,,,,
3151,47,08-09-17 6:09,14,1
,,,,
3152,38,23-06-12 0:04,22,2
,,,,
3153,75,08-11-19 22:54,20,2
,,,,
3154,90,27-01-20 6:51,15,1
,,,,
3155,69,19-07-15 4:31,1,1
,,,,
3156,55,10-11-19 19:44,18,1
,,,,
3157,31,20-09-17 16:55,12,1
,,,,
3158,99,22-10-13 11:20,29,2
,,,,
3159,97,02-03-15 15:52,26,2
,,,,
3160,96,04-11-12 6:46,24,2
,,,,
3161,71,01-12-17 22:33,15,1
,,,,
3162,57,28-12-16 8:21,10,1
,,,,
3163,86,12-11-18 8:25,21,1
,,,,
3164,63,26-08-17 19:46,30,1
,,,,
3165,80,27-02-10 20:35,18,1
,,,,
3166,89,09-05-12 4:29,14,1
,,,,
3167,32,04-05-11 0:44,15,1
,,,,
3168,55,23-02-10 5:45,11,1
,,,,
3169,44,27-02-13 15:21,15,1
,,,,
3170,32,08-09-15 16:15,2,0
,,,,
3171,41,17-08-13 3:31,5,0
,,,,
3172,73,08-11-17 18:26,2,0
,,,,
3173,61,11-05-14 17:41,22,2
,,,,
3174,90,14-10-19 9:06,27,2
,,,,
3175,81,02-10-10 13:06,22,2
,,,,
3176,86,28-02-13 6:39,7,0
,,,,
3177,60,13-11-18 5:32,17,1
,,,,
3178,74,28-05-19 20:21,2,0
,,,,
3179,31,19-12-17 5:44,26,2
,,,,
3180,62,03-06-17 20:14,3,0
,,,,
3181,73,30-08-11 8:44,3,0
,,,,
3182,64,23-06-17 15:21,17,1
,,,,
3183,59,14-02-14 1:18,3,0
,,,,
3184,60,08-07-19 23:23,29,2
,,,,
3185,97,21-03-14 7:16,5,0
,,,,
3186,49,21-11-12 4:37,1,0
,,,,
3187,33,07-08-12 18:56,13,1
,,,,
3188,89,19-06-10 1:37,28,2
,,,,
3189,54,28-06-13 5:56,18,1
,,,,
3190,60,19-12-16 21:01,14,1
,,,,
3191,47,10-11-13 1:46,14,1
,,,,
3192,94,12-02-19 21:27,4,0
,,,,
3193,37,18-03-13 17:04,23,2
,,,,
3194,44,31-03-16 11:41,5,0
,,,,
3195,84,11-03-12 1:21,3,0
,,,,
3196,70,04-09-13 21:13,24,2
,,,,
3197,71,03-11-17 21:06,6,0
,,,,
3198,32,30-04-15 17:25,22,2
,,,,
3199,50,10-06-12 18:14,24,2
,,,,
3200,54,28-02-16 1:47,6,0
,,,,
3201,96,04-01-13 18:52,16,1
,,,,
3202,41,31-05-18 14:23,3,0
,,,,
3203,59,06-05-12 3:29,3,0
,,,,
3204,66,24-12-14 13:51,24,2
,,,,
3205,84,14-09-16 18:33,14,1
,,,,
3206,67,19-04-14 16:04,6,0
,,,,
3207,68,10-01-17 1:23,6,0
,,,,
3208,30,30-08-11 9:23,3,0
,,,,
3209,40,11-04-14 23:59,12,1
,,,,
3210,95,20-11-14 17:00,30,1
,,,,
3211,36,13-11-19 15:17,18,1
,,,,
3212,71,24-03-18 1:27,27,2
,,,,
